area,city,country,gps_lat,gps_long,lat,long,state,state_flag
Clatsop County,Seaside,US,45.92,-123.88,45.99316,-123.92264,Oregon,Oregon
Ensenada,Luis Rodriguez (El Vergel),MX,25.92,-123.98,30.40722,-115.88722,Baja California,None
Monterey County,Carmel-by-the-Sea,US,35.13,-123.45,36.55524,-121.92329,California,California
Grays Harbor County,Montesano,US,47.13,-123.63,46.98121,-123.60266,Washington,Washington
Santa Barbara County,Lompoc,US,29.86,-123.21,34.63915,-120.45794,California,California
Monterey County,Carmel-by-the-Sea,US,34.43,-123.98,36.55524,-121.92329,California,California
Marin County,Inverness,US,37.87,-123.19,38.10103,-122.85694,California,California
Santa Barbara County,Lompoc,US,27.62,-123.36,34.63915,-120.45794,California,California
Sonoma County,Bodega Bay,US,37.65,-123.75,38.33325,-123.04806,California,California
Wahkiakum County,Cathlamet,US,46.23,-123.26,46.20317,-123.38318,Washington,Washington
,North Cowichan,CA,49.04,-123.53,48.84133,-123.68596,British Columbia,None
Los Angeles County,Avalon,US,27.74,-123.17,33.34281,-118.32785,California,California
Lane County,Florence,US,44.15,-123.93,43.98262,-124.09984,Oregon,Oregon
Monterey County,Del Monte Forest,US,35.6,-123.75,36.58635,-121.94746,California,California
Clallam County,Port Angeles,US,48.1,-123.43,48.11815,-123.43074,Washington,Washington
Mulege,Bahia Asuncion,MX,24.01,-123.75,27.14231,-114.29582,Baja California Sur,None
Mendocino County,Covelo,US,40.03,-123.07,39.79327,-123.24922,California,California
Santa Barbara County,Lompoc,US,32.54,-123.92,34.63915,-120.45794,California,California
Thurston County,Grand Mound,US,46.85,-123.02,46.78788,-123.01125,Washington,Washington
Sonoma County,Bodega Bay,US,37.4,-123.95,38.33325,-123.04806,California,California
Santa Cruz County,Bonny Doon,US,36.44,-123.22,37.04162,-122.15052,California,California
Wahkiakum County,Cathlamet,US,46.0,-123.42,46.20317,-123.38318,Washington,Washington
Grays Harbor County,McCleary,US,47.12,-123.27,47.05315,-123.26543,Washington,Washington
Humboldt County,Willow Creek,US,41.12,-123.73,40.93958,-123.63144,California,California
Santa Barbara County,Lompoc,US,28.55,-123.33,34.63915,-120.45794,California,California
Monterey County,Del Monte Forest,US,36.01,-123.85,36.58635,-121.94746,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.18,-123.3,30.40722,-115.88722,Baja California,None
Yamhill County,McMinnville,US,45.18,-123.15,45.21012,-123.19872,Oregon,Oregon
Cowlitz County,West Longview,US,46.12,-123.08,46.16789,-122.999,Washington,Washington
Santa Barbara County,Lompoc,US,27.12,-123.88,34.63915,-120.45794,California,California
Mason County,Shelton,US,47.25,-123.0,47.21509,-123.10071,Washington,Washington
Santa Barbara County,Lompoc,US,32.25,-123.79,34.63915,-120.45794,California,California
Greater Vancouver Regional District,Lions Bay,CA,49.62,-123.12,49.45218,-123.2376,British Columbia,None
Los Angeles County,Avalon,US,27.42,-123.16,33.34281,-118.32785,California,California
Lincoln County,Toledo,US,44.52,-123.82,44.62151,-123.93845,Oregon,Oregon
Clatsop County,Warrenton,US,46.17,-123.9,46.1651,-123.92376,Oregon,Oregon
Sonoma County,Bodega Bay,US,38.23,-123.19,38.33325,-123.04806,California,California
Lane County,Cottage Grove,US,43.74,-123.0,43.79762,-123.05952,Oregon,Oregon
Sonoma County,Sea Ranch,US,38.4,-123.44,38.71519,-123.45445,California,California
Santa Barbara County,Lompoc,US,28.51,-123.28,34.63915,-120.45794,California,California
Monterey County,Carmel-by-the-Sea,US,34.32,-123.81,36.55524,-121.92329,California,California
Josephine County,Williams,US,42.06,-123.3,42.21873,-123.27394,Oregon,Oregon
San Luis Obispo County,Cambria,US,33.48,-123.86,35.56414,-121.08075,California,California
Grays Harbor County,Hoquiam,US,47.08,-123.85,46.98092,-123.88933,Washington,Washington
Santa Cruz County,Bonny Doon,US,36.29,-123.48,37.04162,-122.15052,California,California
Santa Barbara County,Lompoc,US,32.19,-123.75,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,31.54,-124.0,34.63915,-120.45794,California,California
Grays Harbor County,Elma,US,47.07,-123.48,47.00343,-123.40877,Washington,Washington
Grays Harbor County,Aberdeen,US,47.28,-123.76,46.97537,-123.81572,Washington,Washington
Monterey County,Del Monte Forest,US,36.02,-123.1,36.58635,-121.94746,California,California
Santa Barbara County,Lompoc,US,32.44,-123.41,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,27.85,-123.62,34.63915,-120.45794,California,California
Del Norte County,Bertsch-Oceanview,US,41.58,-123.99,41.7525,-124.15875,California,California
San Mateo County,Moss Beach,US,37.14,-123.62,37.52744,-122.51331,California,California
San Luis Obispo County,Cambria,US,34.04,-123.18,35.56414,-121.08075,California,California
Monterey County,Carmel-by-the-Sea,US,34.8,-123.49,36.55524,-121.92329,California,California
Santa Barbara County,Lompoc,US,31.1,-123.93,34.63915,-120.45794,California,California
Grays Harbor County,Central Park,US,47.45,-123.7,46.97343,-123.69239,Washington,Washington
Santa Barbara County,Vandenberg Air Force Base,US,33.32,-123.31,34.7483,-120.51817,California,California
Humboldt County,Redway,US,40.13,-123.58,40.12014,-123.82336,California,California
Yamhill County,Willamina,US,45.23,-123.53,45.07873,-123.48594,Oregon,Oregon
Sonoma County,Sea Ranch,US,38.51,-123.32,38.71519,-123.45445,California,California
Monterey County,Carmel-by-the-Sea,US,35.13,-123.69,36.55524,-121.92329,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.5,-123.21,30.40722,-115.88722,Baja California,None
Mulege,Bahia Asuncion,MX,24.74,-123.23,27.14231,-114.29582,Baja California Sur,None
Santa Barbara County,Lompoc,US,28.01,-123.53,34.63915,-120.45794,California,California
Santa Barbara County,Vandenberg Air Force Base,US,33.34,-123.33,34.7483,-120.51817,California,California
Siskiyou County,Happy Camp,US,41.55,-123.66,41.79275,-123.3808,California,California
Sonoma County,Sea Ranch,US,38.67,-123.84,38.71519,-123.45445,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.64,-123.85,30.40722,-115.88722,Baja California,None
Los Angeles County,Avalon,US,26.79,-123.63,33.34281,-118.32785,California,California
Tillamook County,Tillamook,US,45.62,-123.5,45.4564,-123.84553,Oregon,Oregon
Santa Barbara County,Lompoc,US,30.46,-123.82,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,32.93,-123.29,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,30.55,-123.67,34.63915,-120.45794,California,California
Los Angeles County,Avalon,US,27.66,-123.11,33.34281,-118.32785,California,California
Santa Barbara County,Lompoc,US,30.08,-123.44,34.63915,-120.45794,California,California
San Mateo County,Moss Beach,US,36.67,-124.0,37.52744,-122.51331,California,California
Los Angeles County,Avalon,US,26.2,-124.0,33.34281,-118.32785,California,California
Siskiyou County,Happy Camp,US,41.52,-123.62,41.79275,-123.3808,California,California
Marin County,Inverness,US,37.66,-123.21,38.10103,-122.85694,California,California
,Whistler,CA,50.37,-123.68,50.1164,-122.96946,British Columbia,None
Mulege,Bahia Asuncion,MX,24.89,-123.03,27.14231,-114.29582,Baja California Sur,None
,Whistler,CA,50.43,-123.58,50.1164,-122.96946,British Columbia,None
Sonoma County,Cloverdale,US,38.77,-123.04,38.80546,-123.01722,California,California
Santa Barbara County,Lompoc,US,30.06,-123.99,34.63915,-120.45794,California,California
Jackson County,Jacksonville,US,42.29,-123.09,42.31346,-122.96699,Oregon,Oregon
Los Angeles County,Avalon,US,26.46,-123.83,33.34281,-118.32785,California,California
,Whistler,CA,50.71,-123.8,50.1164,-122.96946,British Columbia,None
Mulege,Bahia Asuncion,MX,24.29,-123.72,27.14231,-114.29582,Baja California Sur,None
Santa Barbara County,Lompoc,US,30.69,-123.98,34.63915,-120.45794,California,California
Sonoma County,Bodega Bay,US,38.17,-123.5,38.33325,-123.04806,California,California
Josephine County,Merlin,US,42.56,-123.5,42.51734,-123.41979,Oregon,Oregon
Benton County,Philomath,US,44.38,-123.39,44.54012,-123.3676,Oregon,Oregon
Josephine County,Williams,US,42.26,-123.36,42.21873,-123.27394,Oregon,Oregon
Santa Barbara County,Lompoc,US,30.19,-123.44,34.63915,-120.45794,California,California
Santa Cruz County,Bonny Doon,US,36.45,-123.42,37.04162,-122.15052,California,California
Santa Barbara County,Lompoc,US,29.75,-123.74,34.63915,-120.45794,California,California
Grays Harbor County,Montesano,US,46.82,-123.49,46.98121,-123.60266,Washington,Washington
Sonoma County,Cloverdale,US,38.93,-123.08,38.80546,-123.01722,California,California
Josephine County,Merlin,US,42.71,-123.52,42.51734,-123.41979,Oregon,Oregon
Yamhill County,Willamina,US,45.33,-123.52,45.07873,-123.48594,Oregon,Oregon
Monterey County,Del Monte Forest,US,35.47,-123.56,36.58635,-121.94746,California,California
Mendocino County,Fort Bragg,US,39.37,-124.0,39.44572,-123.80529,California,California
Santa Barbara County,Lompoc,US,32.11,-123.77,34.63915,-120.45794,California,California
Linn County,Harrisburg,US,44.3,-123.09,44.27401,-123.17065,Oregon,Oregon
Mason County,Shelton,US,47.55,-123.41,47.21509,-123.10071,Washington,Washington
Grays Harbor County,Elma,US,47.06,-123.38,47.00343,-123.40877,Washington,Washington
Trinity County,Hayfork,US,40.44,-123.17,40.55431,-123.18308,California,California
Lane County,Veneta,US,44.26,-123.56,44.04873,-123.35093,Oregon,Oregon
Grays Harbor County,Hoquiam,US,47.21,-123.88,46.98092,-123.88933,Washington,Washington
Josephine County,Cave Junction,US,42.13,-123.57,42.16289,-123.64812,Oregon,Oregon
Sonoma County,Bodega Bay,US,37.94,-123.62,38.33325,-123.04806,California,California
,Whistler,CA,50.66,-123.48,50.1164,-122.96946,British Columbia,None
Clallam County,Port Angeles,US,48.22,-123.47,48.11815,-123.43074,Washington,Washington
Trinity County,Weaverville,US,41.04,-123.09,40.73098,-122.94197,California,California
,North Saanich,CA,48.79,-123.23,48.66634,-123.41933,British Columbia,None
Monterey County,Del Monte Forest,US,36.02,-123.09,36.58635,-121.94746,California,California
,Whistler,CA,50.33,-123.58,50.1164,-122.96946,British Columbia,None
Mendocino County,Boonville,US,39.03,-123.51,39.00907,-123.36612,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,24.89,-123.08,30.40722,-115.88722,Baja California,None
San Mateo County,Moss Beach,US,36.77,-123.65,37.52744,-122.51331,California,California
Los Angeles County,Avalon,US,27.11,-123.35,33.34281,-118.32785,California,California
San Mateo County,Moss Beach,US,36.73,-123.44,37.52744,-122.51331,California,California
Sonoma County,Sea Ranch,US,38.19,-123.83,38.71519,-123.45445,California,California
Santa Barbara County,Lompoc,US,32.74,-123.97,34.63915,-120.45794,California,California
Clallam County,Sequim,US,48.09,-123.11,48.07954,-123.10184,Washington,Washington
San Mateo County,Moss Beach,US,36.61,-123.37,37.52744,-122.51331,California,California
Columbia County,Vernonia,US,45.83,-123.09,45.85872,-123.19289,Oregon,Oregon
Ensenada,Luis Rodriguez (El Vergel),MX,26.08,-123.45,30.40722,-115.88722,Baja California,None
Douglas County,Drain,US,43.79,-123.34,43.65873,-123.3187,Oregon,Oregon
Douglas County,Winston,US,43.17,-123.76,43.12234,-123.41257,Oregon,Oregon
Humboldt County,Redway,US,40.26,-123.46,40.12014,-123.82336,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.07,-123.39,30.40722,-115.88722,Baja California,None
Sonoma County,Sea Ranch,US,38.34,-123.97,38.71519,-123.45445,California,California
Jackson County,Jacksonville,US,42.16,-123.06,42.31346,-122.96699,Oregon,Oregon
Siskiyou County,Happy Camp,US,41.43,-123.61,41.79275,-123.3808,California,California
,Ladner,CA,49.06,-123.04,49.08938,-123.08241,British Columbia,None
,Pemberton,CA,50.84,-123.17,50.31641,-122.80273,British Columbia,None
San Luis Obispo County,Cambria,US,33.19,-123.84,35.56414,-121.08075,California,California
,Whistler,CA,50.01,-123.0,50.1164,-122.96946,British Columbia,None
Los Angeles County,Avalon,US,27.94,-123.03,33.34281,-118.32785,California,California
Whatcom County,Point Roberts,US,48.77,-123.0,48.98538,-123.07797,Washington,Washington
Ensenada,Luis Rodriguez (El Vergel),MX,26.65,-123.13,30.40722,-115.88722,Baja California,None
Monterey County,Del Monte Forest,US,35.13,-123.97,36.58635,-121.94746,California,California
Grays Harbor County,Central Park,US,47.56,-123.71,46.97343,-123.69239,Washington,Washington
Clallam County,Port Angeles,US,47.94,-123.77,48.11815,-123.43074,Washington,Washington
Columbia County,Vernonia,US,45.96,-123.24,45.85872,-123.19289,Oregon,Oregon
San Luis Obispo County,Cambria,US,34.15,-123.3,35.56414,-121.08075,California,California
Sunshine Coast Regional District,Sechelt,CA,50.0,-123.98,49.47512,-123.75903,British Columbia,None
Sonoma County,Monte Rio,US,38.46,-123.13,38.46547,-123.00889,California,California
Santa Barbara County,Lompoc,US,28.58,-123.15,34.63915,-120.45794,California,California
Coos County,Myrtle Point,US,43.2,-123.81,43.06483,-124.13899,Oregon,Oregon
Santa Barbara County,Lompoc,US,31.11,-123.89,34.63915,-120.45794,California,California
Mendocino County,Covelo,US,39.75,-123.16,39.79327,-123.24922,California,California
Mendocino County,Laytonville,US,39.82,-123.61,39.68821,-123.48279,California,California
Santa Barbara County,Lompoc,US,30.03,-123.38,34.63915,-120.45794,California,California
Mulege,Bahia Asuncion,MX,24.13,-123.89,27.14231,-114.29582,Baja California Sur,None
Douglas County,Riddle,US,42.79,-123.45,42.95095,-123.36423,Oregon,Oregon
Grays Harbor County,McCleary,US,46.96,-123.25,47.05315,-123.26543,Washington,Washington
Santa Barbara County,Lompoc,US,33.21,-123.17,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.27,-123.58,30.40722,-115.88722,Baja California,None
Mulege,Bahia Asuncion,MX,24.38,-123.1,27.14231,-114.29582,Baja California Sur,None
Siskiyou County,Happy Camp,US,41.61,-123.16,41.79275,-123.3808,California,California
Los Angeles County,Avalon,US,26.27,-123.86,33.34281,-118.32785,California,California
Santa Barbara County,Lompoc,US,27.63,-123.84,34.63915,-120.45794,California,California
,Nanaimo,CA,49.27,-123.77,49.16638,-123.94003,British Columbia,None
Monterey County,Del Monte Forest,US,35.98,-123.53,36.58635,-121.94746,California,California
Santa Barbara County,Lompoc,US,32.17,-123.88,34.63915,-120.45794,California,California
Yamhill County,Sheridan,US,45.24,-123.39,45.09928,-123.39483,Oregon,Oregon
Ensenada,Luis Rodriguez (El Vergel),MX,25.98,-123.39,30.40722,-115.88722,Baja California,None
Mendocino County,Covelo,US,39.64,-123.21,39.79327,-123.24922,California,California
,West Vancouver,CA,49.53,-123.03,49.36672,-123.16652,British Columbia,None
Sonoma County,Sea Ranch,US,38.22,-123.58,38.71519,-123.45445,California,California
Humboldt County,Hydesville,US,40.59,-123.95,40.54763,-124.09727,California,California
Santa Barbara County,Lompoc,US,27.97,-123.56,34.63915,-120.45794,California,California
Polk County,Grand Ronde,US,45.02,-123.72,45.06011,-123.60928,Oregon,Oregon
San Luis Obispo County,Cambria,US,33.78,-123.4,35.56414,-121.08075,California,California
Humboldt County,Willow Creek,US,41.2,-123.79,40.93958,-123.63144,California,California
Douglas County,Sutherlin,US,43.46,-123.27,43.39012,-123.31258,Oregon,Oregon
Santa Cruz County,Bonny Doon,US,36.32,-123.41,37.04162,-122.15052,California,California
Santa Barbara County,Lompoc,US,31.45,-123.17,34.63915,-120.45794,California,California
San Mateo County,Moss Beach,US,36.47,-123.43,37.52744,-122.51331,California,California
Santa Barbara County,Lompoc,US,28.94,-123.35,34.63915,-120.45794,California,California
Clatsop County,Astoria,US,46.2,-123.75,46.18788,-123.83125,Oregon,Oregon
Siskiyou County,Happy Camp,US,41.5,-123.36,41.79275,-123.3808,California,California
Sunshine Coast Regional District,Sechelt,CA,50.15,-123.85,49.47512,-123.75903,British Columbia,None
Douglas County,Winston,US,42.99,-123.58,43.12234,-123.41257,Oregon,Oregon
Mendocino County,Fort Bragg,US,38.98,-123.93,39.44572,-123.80529,California,California
Santa Barbara County,Lompoc,US,32.39,-123.0,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,30.34,-123.55,34.63915,-120.45794,California,California
Mendocino County,Covelo,US,39.79,-123.33,39.79327,-123.24922,California,California
Humboldt County,Willow Creek,US,41.09,-123.21,40.93958,-123.63144,California,California
Santa Barbara County,Lompoc,US,32.36,-123.47,34.63915,-120.45794,California,California
,Whistler,CA,49.76,-123.03,50.1164,-122.96946,British Columbia,None
Santa Barbara County,Lompoc,US,28.99,-123.0,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,31.23,-123.5,34.63915,-120.45794,California,California
Mulege,Bahia Asuncion,MX,24.05,-123.63,27.14231,-114.29582,Baja California Sur,None
Douglas County,Roseburg North,US,43.22,-123.21,43.26452,-123.30331,Oregon,Oregon
Trinity County,Hayfork,US,40.57,-123.48,40.55431,-123.18308,California,California
Sunshine Coast Regional District,Sechelt,CA,49.38,-123.93,49.47512,-123.75903,British Columbia,None
Los Angeles County,Avalon,US,27.69,-123.14,33.34281,-118.32785,California,California
,Whistler,CA,50.55,-123.83,50.1164,-122.96946,British Columbia,None
